spo,gene,funct,NCBI
SPO2788,mvaB,hydroxymethylglutaryl-CoA lyase,SPO_RS14160
SPO2789,mccA,"methylcrotonyl-CoA carboxylase, alpha subunit",SPO_RS14165
SPO2790,mccB,"methylcrotonyl-CoA carboxylase, beta subunit",SPO_RS14175
SPO2791,acsA,acetyl-coenzyme A synthetase,SPO_RS14180
SPO2792,ompW,outer membrane protein OmpW,SPO_RS14185
SPO2793,ivD,isovaleryl-CoA dehydrogenase,SPO_RS14190
SPO2794,SPO2794,hypothetical protein,
SPO2795,SPO2795,"aminotransferase, DegT/DnrJ/EryC1/StrS family",SPO_RS14195
SPO2796,gph-2,phosphoglycolate phosphatase,SPO_RS14200
SPO2797,glmU,UDP-N-acetylglucosamine pyrophosphorylase,SPO_RS14205
SPO2798,SPO2798,hypothetical protein,SPO_RS14210
SPO2799,SPO2799,molybdenum cofactor biosynthesis protein A,SPO_RS14220
SPO2800,kdtA,3-deoxy-D-manno-octulosonic acid transferase,SPO_RS14225
SPO2801,lpcC,lipopolysaccharide core biosynthesis mannosyltransferase,SPO_RS14230
SPO2802,SPO2802,bmp family protein,SPO_RS14235
SPO2803,SPO2803,"sugar ABC transporter, ATP-binding protein",SPO_RS14240
SPO2804,SPO2804,"sugar ABC transporter, permease protein",SPO_RS14245
SPO2805,SPO2805,"sugar ABC transporter, permease protein",SPO_RS14250
SPO2806,SPO2806,"cytosine deaminase, putative",SPO_RS14255
SPO2807,SPO2807,hypothetical protein,SPO_RS14260
SPO2808,SPO2808,amidohydrolase family protein,SPO_RS14265
SPO2809,SPO2809,amidohydrolase family protein,SPO_RS14270
SPO2810,SPO2810,amidohydrolase family protein,SPO_RS14275
SPO2811,SPO2811,amidohydrolase family protein,SPO_RS14280
SPO2812,argE-1,acetylornithine deacetylase,SPO_RS14285
SPO2813,SPO2813,"peptide/nickel/opine uptake family ABC transporter, ATP-binding protein, putative",SPO_RS14290
SPO2814,SPO2814,"peptide/opine/nickel uptake family ABC transporter, periplasmic substrate-binding protein",SPO_RS14295
SPO2815,SPO2815,"peptide/nickel/opine uptake family ABC transporter, permease protein",SPO_RS14300
SPO2816,SPO2816,"peptide/nickel/opine uptake family ABC transporter, permease protein",SPO_RS14305
SPO2817,SPO2817,YeeE/YedE family protein,SPO_RS14310
SPO2818,SPO2818,hypothetical protein,SPO_RS14315
SPO2819,pntB,"NAD(P)+ transhydrogenase, beta subunit",SPO_RS14320
SPO2820,pntA,"NAD(P) transhydrogenase, alpha subunit",SPO_RS14325
SPO2821,SPO2821,isoprenylcysteine carboxyl methyltransferase family protein,SPO_RS14330
SPO2822,SPO2822,soxH protein-like protein,SPO_RS14335
SPO2823,bdh-2,D-beta-hydroxybutyrate dehydrogenase,SPO_RS14340
SPO2824,kynU,kynureninase,SPO_RS14345
SPO2825,SPO2825,"transcriptional regulator, TetR family",SPO_RS14350
SPO2826,iorA,"isoquinoline 1-oxidoreductase, alpha subunit",SPO_RS14355
SPO2827,SPO2827,"isoquinoline 1-oxidoreductase, beta subunit, putative",SPO_RS14360
SPO2828,SPO2828,type I secretion target repeat protein,SPO_RS14365
SPO2829,SPO2829,dipeptidase domain protein,SPO_RS14370
SPO2830,SPO2830,hypothetical protein,SPO_RS14375
SPO2831,SPO2831,"oligopeptide ABC transporter, ATP-binding protein",SPO_RS14380
SPO2832,SPO2832,"dipeptide ABC transporter, ATP-binding protein",SPO_RS14385
SPO2833,SPO2833,"dipeptide ABC transporter, permease protein",SPO_RS14390
SPO2834,SPO2834,"dipeptide ABC transporter, permease protein",SPO_RS14395
SPO2835,SPO2835,"dipeptide ABC transporter, periplasmic dipeptide-binding protein",SPO_RS14400
SPO2836,SPO2836,"DNA-binding protein, putative",SPO_RS14405
SPO2837,SPO2837,hypothetical protein,SPO_RS14410
SPO2838,SPO2838,hypothetical protein,SPO_RS14415
SPO2839,glcB,malate synthase G,SPO_RS14420
SPO2840,SPO2840,GGDEF domain protein,
SPO2841,pepN,aminopeptidase N,SPO_RS14430
SPO2842,SPO2842,"oxidoreductase, short chain dehydrogenase/reductase family",SPO_RS14435
SPO2843,SPO2843,hypothetical protein,SPO_RS14440
SPO2844,SPO2844,hypothetical protein,
SPO2845,SPO2845,hypothetical protein,SPO_RS14445
SPO2846,SPO2846,hypothetical protein,SPO_RS14450
SPO2847,gatB,"glutamyl-tRNA(Gln) amidotransferase, B subunit",SPO_RS14455
SPO2848,SPO2848,hypothetical protein,SPO_RS14460
SPO2849,glsB,glutamine lipid synthesis,SPO_RS14465
SPO2850,SPO2850,DnaJ domain protein,SPO_RS14470
SPO2851,SPO2851,hypothetical protein,SPO_RS22275
SPO2852,SPO2852,czcN domain protein,SPO_RS14480
SPO2853,SPO2853,"cobalt chelatase, CobS subunit",SPO_RS14485
SPO2854,nucH,thermonuclease,SPO_RS22280
SPO2855,SPO2855,"cobalt chelatase, pCobT subunit",SPO_RS14495
SPO2856,SPO2856,hypothetical protein,SPO_RS14500
SPO2857,SPO2857,"metallopeptidase, family M24",SPO_RS14505
SPO2858,SPO2858,hypothetical protein,SPO_RS14510
SPO2859,SPO2859,3-hydroxyisobutyrate dehydrogenase family protein,SPO_RS14515
SPO2860,SPO2860,"transcriptional regulator, LysR family",SPO_RS14520
SPO2861,SPO2861,hypothetical protein,SPO_RS14525
SPO2862,SPO2862,CobW,SPO_RS14530
SPO2863,SPO2863,CobN,SPO_RS14535
SPO2864,SPO2864,CobG,SPO_RS14540
SPO2865,cobH,precorrin-8X methylmutase,SPO_RS14545
SPO2866,cobI,precorrin-2 C20-methyltransferase,SPO_RS14550
SPO2867,cobJ,precorrin-3B C17-methyltransferase,SPO_RS14555
SPO2868,cobK,precorrin-6x reductase,SPO_RS14560
SPO2869,cobL,"precorrin-6Y C5,15-methyltransferase (decarboxylating)",SPO_RS14565
SPO2870,SPO2870,cobalamin biosynthesis domain protein,SPO_RS14570
SPO2871,cobM,precorrin-4 C11-methyltransferase,SPO_RS14575
SPO2872,cobB,"cobyrinic acid a,c-diamide synthase",SPO_RS14580
SPO2873,cobA-2,uroporphyrin-III C-methyltransferase,SPO_RS14585
SPO2874,cobF,precorrin-6A synthase,SPO_RS14590
SPO2875,SPO2875,hypothetical protein,SPO_RS22595
SPO2876,SPO2876,hypothetical protein,SPO_RS14595
SPO2877,SPO2877,hypothetical protein,SPO_RS14600
SPO2878,SPO2878,hypothetical protein,SPO_RS14605
SPO2879,SPO2879,"transcriptional regulator, LysR family",SPO_RS14610
SPO2880,nadX,L-aspartate dehydrogenase (EC 1.4.1.21),SPO_RS14615
SPO2881,SPO2881,"xanthine dehydrogenase family protein, large subunit",SPO_RS14620
SPO2882,SPO2882,dihydrodipicolinate synthase family protein,SPO_RS14625
SPO2883,SPO2883,thiamine pyrophosphate-binding domain protein,SPO_RS14630
SPO2884,SPO2884,hypothetical protein,SPO_RS14635
SPO2885,SPO2885,"acetolactate synthase, catabolic, putative",SPO_RS14640
SPO2886,SPO2886,CAIB/BAIF family protein,SPO_RS14645
SPO2887,SPO2887,hypothetical protein,SPO_RS14650
SPO2888,SPO2888,hypothetical protein,SPO_RS14655
SPO2889,mdoG,periplasmic glucan biosynthesis protein MdoG,SPO_RS14660
SPO2890,SPO2890,"glucans biosynthesis glucosyltransferase H, putative",SPO_RS14665
SPO2891,SPO2891,hypothetical protein,SPO_RS14670
SPO2892,SPO2892,hypothetical protein,SPO_RS14675
SPO2893,phaA,pH adaption potassium efflux system protein PhaA,SPO_RS14680
SPO2894,SPO2894,pH adaption potassium efflux system protein,SPO_RS14685
SPO2895,phaD,pH adaption potassium efflux system protein PhaD,SPO_RS14690
SPO2896,phaE,pH adaption potassium efflux system protein PhaE,SPO_RS14695
SPO2897,phaF,pH adaptation potassium efflux system protein PhaF,SPO_RS14700
SPO2898,phaG,pH adaption potassium efflux system protein PhaG,SPO_RS14705
SPO2899,SPO2899,"selenide, water dikinase, putative",SPO_RS14710
SPO2900,SPO2900,hypothetical protein,SPO_RS14715
SPO2901,SPO2901,hypothetical protein,SPO_RS14720
SPO2902,SPO2902,glutathione S-transferase family protein,SPO_RS14725
SPO2903,SPO2903,TPR/sulfotransferase domain protein,SPO_RS14730
SPO2904,SPO2904,"Ser/Thr protein phosphatase/nucleotidase, putative",SPO_RS14735
SPO2905,SPO2905,hypothetical protein,SPO_RS14740
SPO2906,SPO2906,hypothetical protein,SPO_RS14745
SPO2907,pyrD,dihydroorotate dehydrogenase,SPO_RS14750
SPO2908,arsC-1,arsenate reductase,SPO_RS14755
SPO2909,dinF,DNA-damage-inducible protein F,SPO_RS14760
SPO2910,SPO2910,thioesterase family protein,SPO_RS14765
SPO2911,SPO2911,thioesterase family protein,SPO_RS14770
SPO2912,SPO2912,"transcriptional regulator, merR family",SPO_RS14775
SPO2913,SPO2913,hypothetical protein,SPO_RS22935
SPO2914,SPO2914,"transcriptional regulator, merR family",SPO_RS14780
SPO2915,SPO2915,acyl-CoA dehydrogenase family protein,SPO_RS14785
SPO2916,SPO2916,hypothetical protein,SPO_RS14790
SPO2917,SPO2917,glutathione S-transferase family protein,SPO_RS14795
SPO2918,SPO2918,acetyl-CoA acyltransferase/thiolase,SPO_RS14800
SPO2919,SPO2919,hypothetical protein,SPO_RS14805
SPO2920,fabJ-1,"fatty oxidation complex, alpha subunit",SPO_RS14810
SPO2921,SPO2921,hypothetical protein,SPO_RS14815
SPO2922,SPO2922,hypothetical protein,SPO_RS14820
SPO2923,SPO2923,hypothetical protein,SPO_RS14825
SPO2924,SPO2924,hypothetical protein,SPO_RS14830
SPO2925,SPO2925,Sporulation related protein,SPO_RS14835
SPO2926,upp,uracil phosphoribosyltransferase,SPO_RS14840
SPO2927,add,adenosine deaminase,SPO_RS14845
SPO2928,deoB,phosphopentomutase,SPO_RS14850
SPO2929,deoA,thymidine phosphorylase,SPO_RS14855
SPO2930,cdd,cytidine deaminase,SPO_RS14860
SPO2931,SPO2931,hypothetical protein,SPO_RS14865
SPO2932,SPO2932,malate dehydrogenase,SPO_RS14870
SPO2933,SPO2933,hypothetical protein,SPO_RS14875
SPO2934,prpE,propionate--CoA ligase,SPO_RS14880
SPO2935,SPO2935,hypothetical protein,SPO_RS14885
SPO2936,SPO2936,hypothetical protein,SPO_RS14890
SPO2937,SPO2937,SCO1/SenC family protein,SPO_RS14895
SPO2938,SPO2938,amidase family protein,SPO_RS14900
SPO2939,SPO2939,"ATP-NAD kinase, putative",SPO_RS14905
SPO2940,glyA-2,serine hydroxymethyltransferase,SPO_RS14910
SPO2941,SPO2941,hypothetical protein,SPO_RS14915
SPO2942,SPO2942,hypothetical protein,SPO_RS14920
SPO2943,SPO2943,"hydrolase, alpha/beta fold family",SPO_RS14925
SPO2944,SPO2944,hypothetical protein,SPO_RS14930
SPO2945,SPO2945,rhodanese-like domain protein,SPO_RS14935
SPO2946,SPO2946,monooxygenase domain protein,SPO_RS14940
SPO2947,SPO2947,cupin family protein,SPO_RS14945
SPO2948,SPO2948,"transcriptional regulator, AraC family",SPO_RS14950
SPO2949,SPO2949,endoribonuclease L-PSP family protein,SPO_RS14955
SPO2950,SPO2950,hypothetical protein,SPO_RS22285
SPO2951,SPO2951,hypothetical protein,SPO_RS14965
SPO2952,SPO2952,trkA domain protein,SPO_RS14970
SPO2953,SPO2953,Ser/Thr protein phosphatase family protein,SPO_RS14975
SPO2954,SPO2954,5-formyltetrahydrofolate cyclo-ligase family protein,SPO_RS14980
SPO2955,mgtE,magnesium transporter,SPO_RS14985
SPO2956,SPO2956,"guanine deaminase, putative",SPO_RS14990
SPO2957,SPO2957,"hydroxydechloroatrazine ethylaminohydrolase, putative",SPO_RS14995
SPO2958,SPO2958,inositol monophosphatase family protein,SPO_RS15000
SPO2959,SPO2959,"DNA-binding protein, putative",SPO_RS15005
SPO2960,SPO2960,"oxidoreductase, zinc-binding dehydrogenase family",SPO_RS15010
SPO2961,SPO2961,"transcriptional regulator, LysR family",SPO_RS15015
SPO2962,SPO2962,hypothetical protein,SPO_RS15020
SPO2963,SPO2963,hypothetical protein,SPO_RS15025
SPO2964,SPO2964,hypothetical protein,
SPO2965,rpmG,ribosomal protein L33,SPO_RS15035
SPO2967,SPO2967,"N-acetylmuramoyl-L-alanine amidase, putative",SPO_RS15040
SPO2968,SPO2968,hypothetical protein,SPO_RS15045
SPO2969,gatA,"glutamyl-tRNA(Gln) amidotransferase, A subunit",SPO_RS15050
SPO2970,gatC,"glutamyl-tRNA(Gln) amidotransferase, C subunit",SPO_RS15055
SPO2971,SPO2971,hypothetical protein,SPO_RS15060
SPO2972,SPO2972,hypothetical protein,SPO_RS15065
SPO2973a,SPO2973a,hypothetical protein,SPO_RS22940
SPO2974,SPO2974,hypothetical protein,SPO_RS15075
SPO2975,SPO2975,hypothetical protein,SPO_RS15080
SPO2976,SPO2976,metallo-beta-lactamase family protein,SPO_RS15085
SPO2977,SPO2977,adenylate/guanylate cyclase,SPO_RS15090
SPO2978,SPO2978,adenylate/guanylate cyclase,SPO_RS22290
SPO2979,SPO2979,hypothetical protein,SPO_RS15100
SPO2980,SPO2980,porphyromonas-type peptidyl-arginine deiminase family protein,SPO_RS15105
SPO2981,SPO2981,hypothetical protein,SPO_RS22295
SPO2982,SPO2982,hypothetical protein,SPO_RS15115
SPO2983,SPO2983,cytidine and deoxycytidylate deaminase family protein,SPO_RS15120
SPO2984,SPO2984,RNA pseudouridylate synthase family protein,SPO_RS15125
SPO2985,SPO2985,hypothetical protein,SPO_RS15130
SPO2986,SPO2986,tellurite resistance protein,SPO_RS15135
SPO2987,SPO2987,"lipoprotein, putative",SPO_RS15140
SPO2988,SPO2988,hypothetical protein,SPO_RS15145
SPO2989,SPO2989,cytochrome b562,SPO_RS15150
SPO2990,SPO2990,hypothetical protein,SPO_RS15155
SPO2991,SPO2991,nitroreductase family protein,SPO_RS15165
SPO2992,dtd,D-tyrosyl-tRNA(Tyr) deacylase,SPO_RS15170
SPO2993,SPO2993,MOFRL family protein,SPO_RS15175
SPO2994,SPO2994,X-Pro dipeptidyl-peptidase family protein,SPO_RS15180
SPO2995,SPO2995,"peptide/nickel/opine uptake family ABC transporter, periplasmic substrate-binding protein",SPO_RS15185
SPO2996,SPO2996,"peptide/nickel/opine uptake family ABC transporter, permease protein",SPO_RS15190
SPO2997,SPO2997,"peptide/nickel/opine uptake family ABC transporter, permease protein",SPO_RS15195
SPO2998,SPO2998,"peptide/nickel/opine uptake family ABC transporter, ATP-binding protein",SPO_RS15200
SPO2999,SPO2999,hypothetical protein,SPO_RS15205
SPO3000,SPO3000,hypothetical protein,SPO_RS15210
SPO3001,SPO3001,hypothetical protein,SPO_RS15215
SPO3002,SPO3002,"lipase, putative",SPO_RS15220
SPO3003,SPO3003,AMP-binding enzyme,SPO_RS15225
SPO3004,SPO3004,LysM/phospholipid-binding domain protein,SPO_RS15230
SPO3005,SPO3005,"ABC transporter, ATP binding/permease protein",SPO_RS15235
SPO3008,SPO3008,TPR domain protein,SPO_RS15250
SPO3009,putR,proline dehydrogenase transcriptional activator,SPO_RS15255
SPO3010,putA,bifunctional PutA protein,SPO_RS15260
SPO3011,SPO3011,rhomboid family protein,SPO_RS15265
SPO3012,SPO3012,"inositol-1-monophosphatase, putative",SPO_RS15270
SPO3013,SPO3013,"NADP-dependent oxidoreductase, L4bD family",SPO_RS15275
SPO3014,SPO3014,hypothetical protein,SPO_RS15280
SPO3015,metR,transcriptional regulator MetR,SPO_RS15285
SPO3016,metF,"5,10-methylenetetrahydrofolate reductase",SPO_RS15290
SPO3017,SPO3017,thioesterase family protein,SPO_RS15295
SPO3018,SPO3018,hypothetical protein,SPO_RS15300
SPO3019,SPO3019,"xanthine dehydrogenase family protein, large subunit",SPO_RS15305
SPO3020,SPO3020,"transcriptional regulator, LysR family",
SPO3021,SPO3021,phytanoyl-CoA dioxygenase family protein,SPO_RS15315
SPO3022,valS,Valine--tRNA ligase (EC 6.1.1.9) ,SPO_RS15320
SPO3023,SPO3023,hypothetical protein,SPO_RS15325
SPO3024,SPO3024,"adenylate/guanylate cyclase/hydrolase, alpha/beta fold family",SPO_RS15330
SPO3025,SPO3025,enoyl-CoA hydratase/isomerase family protein,SPO_RS15335
SPO3026,SPO3026,strictosidine synthase family protein,SPO_RS15340
SPO3027,SPO3027,"aminotransferase, classes I and II",SPO_RS15345
SPO3028,SPO3028,hypothetical protein,SPO_RS15350
SPO3029,SPO3029,"serine--glyoxylate transaminase, putative",SPO_RS15355
SPO3030,SPO3030,"efflux ABC transporter, transmembrane ATP-binding protein",SPO_RS15360
SPO3031,eda-1,2-dehydro-3-deoxyphosphogluconate aldolase/4-hydroxy-2-oxoglutarate aldolase,SPO_RS15365
SPO3032,edd,phosphogluconate dehydratase,SPO_RS15370
SPO3033,zwf-2,glucose-6-phosphate 1-dehydrogenase,SPO_RS15375
SPO3034,SPO3034,phosphoenolpyruvate-protein phosphotransferase,SPO_RS15380
SPO3035,SPO3035,"aspartate kinase, monofunctional class",SPO_RS15385
SPO3036,SPO3036,metallo-beta-lactamase family protein,SPO_RS15390
SPO3037,SPO3037,"DNA-binding response regulator, LysR family",SPO_RS22300
SPO3038,SPO3038,sensor histidine kinase/response regulator,SPO_RS15400
SPO3039,SPO3039,"polar amino acid uptake family ABC transporter, periplasmic substrate-binding protein, putative",SPO_RS15405
SPO3040,SPO3040,"polar amino acid uptake family ABC transporter, periplasmic substrate-binding protein",SPO_RS15410
SPO3041,SPO3041,"polar amino acid uptake family ABC transporter, permease protein",SPO_RS15415
SPO3042,SPO3042,"polar amino acid uptake family ABC transporter, permease protein",SPO_RS15420
SPO3043,glnQ,"glutamine ABC transporter, ATP-binding protein",SPO_RS15425
SPO3044,SPO3044,"transcriptional regulator, LysR family",SPO_RS15430
SPO3045,SPO3045,"glutamine amidotransferase, class I",SPO_RS22305
SPO3046,SPO3046,"oligopeptide ABC transporter, ATP-binding protein",SPO_RS15440
SPO3047,SPO3047,"dipeptide ABC transporter, permease protein",SPO_RS15445
SPO3048,SPO3048,"dipeptide ABC transporter, permease protein",SPO_RS15450
SPO3049,SPO3049,"dipeptide ABC transporter, periplasmic dipeptide-binding protein",SPO_RS15455
SPO3050,SPO3050,hypothetical protein,
SPO3051,SPO3051,"oxidoreductase, short-chain dehydrogenase/reductase family",SPO_RS15460
SPO3052,SPO3052,hypothetical protein,SPO_RS15465
SPO3053,SPO3053,NUDIX domain protein,SPO_RS15470
SPO3054,SPO3054,hypothetical protein,SPO_RS15475
SPO3055,SPO3055,"acetyltransferase, GNAT family",SPO_RS15480
SPO3056,SPO3056,hypothetical protein,SPO_RS15485
SPO3057,SPO3057,"streptogramin acetyltransferase, putative",SPO_RS15490
SPO3058,SPO3058,sulfate transporter family protein,SPO_RS15495
SPO3059,SPO3059,hypothetical protein,SPO_RS15500
SPO3060,mtaP,methylthioadenosine phosphorylase,SPO_RS15505
SPO3062,SPO3062,hypothetical protein,SPO_RS15520
SPO3063,SPO3063,"transmembrane efflux protein, homoserine/threonine (RhtB) family",SPO_RS15525
SPO3064,SPO3064,hypothetical protein,
SPO3065,SPO3065,hypothetical protein,
SPO3066,apt,adenine phosphoribosyltransferase,SPO_RS15535
SPO3067,SPO3067,"oxidoreductase, FAD-binding protein",SPO_RS15540
SPO3068,SPO3068,hypothetical protein,SPO_RS15545
SPO3069,SPO3069,"ribosomal-protein-alanine acetyltransferase, putative",SPO_RS15550
SPO3070,SPO3070,"peptidase, M16 family",SPO_RS15555
SPO3071,thrC,threonine synthase,SPO_RS15560
SPO3072,SPO3072,SURF1 family protein,SPO_RS15565
SPO3073,ctaE,"cytochrome c oxidase, subunit III",SPO_RS15570
SPO3074,ctaG,cytochrome c oxidase assembly protein CtaG,SPO_RS15575
SPO3075,ctaB,Protoheme IX farnesyltransferase (EC 2.5.1.141) (Heme O synthase),SPO_RS15580
SPO3076,ctaC,"cytochrome c oxidase, subunit II",SPO_RS15585
SPO3077,SPO3077,TldD/PmbA family protein,SPO_RS15590
SPO3078,SPO3078,"DNA processing protein DprA, putative",SPO_RS15595
SPO3079,topA,DNA topoisomerase I,SPO_RS15600
SPO3080,SPO3080,"transcriptional regulator, TetR family",SPO_RS15605
SPO3081,SPO3081,glyoxalase family protein,SPO_RS15610
SPO3082,dxnG,"3-oxoadipate CoA-succinyl transferase, alpha subunit",SPO_RS15615
SPO3083,dxnH,"3-oxoadipate CoA-succinyl transferase, beta subunit",SPO_RS15620
SPO3084,SPO3084,"transglycosylase, Slt family",SPO_RS15625
SPO3085,SPO3085,hypothetical protein,SPO_RS15630
SPO3086,cpaB,pilus assembly protein CpaB,SPO_RS15640
SPO3087,cpaC,pilus assembly protein CpaC,SPO_RS15645
SPO3088,ompA,Outer membrane protein OmpA,SPO_RS15650
SPO3089,cpaE,pilus assembly protein CpaE,SPO_RS15655
SPO3090,cpaF,pilus assembly protein CpaF,SPO_RS15660
SPO3091,SPO3091,type II secretion system protein F (GspF),SPO_RS15665
SPO3092,SPO3092,type II secretion system protein F (GspF),SPO_RS15670
SPO3093,SPO3093,TPR domain protein,SPO_RS15675
SPO3094,SPO3094,"lipoprotein, putative",SPO_RS15680
SPO3095,SPO3095,hypothetical protein,SPO_RS15685
SPO3096,SPO3096,hypothetical protein,SPO_RS15690
SPO3097,mmsB-2,3-hydroxyisobutyrate dehydrogenase,SPO_RS15695
SPO3098,SPO3098,"ATP-dependent helicase, DEAD/DEAH box family",SPO_RS15700
SPO3099,SPO3099,hypothetical protein,SPO_RS15705
SPO3100,SPO3100,hypothetical protein,SPO_RS15710
SPO3101,folD1,Bifunctional protein FolD 1/3  (EC 1.5.1.5); (EC 3.5.4.9)],SPO_RS15715
SPO3102,SPO3102,chorismate mutase family protein,SPO_RS15720
SPO3103,fhs-2,formate--tetrahydrofolate ligase,SPO_RS15725
SPO3104,SPO3104,MOSC domain protein,SPO_RS15730
SPO3105,ftsH,ATP-dependent metalloprotease FtsH,SPO_RS15735
SPO3106,tilS,tRNA(Ile)-lysidine synthase (EC 6.3.4.19),SPO_RS15740
SPO3107,SPO3107,hypothetical protein,SPO_RS15745
SPO3108,pal,peptidoglycan-associated lipoprotein,SPO_RS15750
SPO3109,tolB,Tol-Pal system protein TolB,SPO_RS15755
SPO3110,SPO3110,"tonB domain protein, putative",SPO_RS15760
SPO3111,SPO3111,"biopolymer transport protein, ExbD/TolR family",SPO_RS15765
SPO3112,tolQ,proton transporter TolQ,SPO_RS15770
SPO3113,SPO3113,putative protein TIGR00051,SPO_RS15775
SPO3114,SPO3114,hypothetical protein,SPO_RS15780
SPO3115,ruvB,Holliday junction DNA helicase RuvB,SPO_RS15785
